ID,filename,listno,runno,onset,length,item,category,displayed,response,RT,question onset,para,counter,listcheck,runcheck
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,114.0000,8.0,112.0,nonjoke,The art museum just acquired an early Rembrandt; it's done in charcoal.,1,1.4502208232879639,120.00633811950684,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,122.0000,8.0,25.0,joke,The only thing money can't buy is poverty.,2,0.9501521587371826,128.00734996795654,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,130.0000,8.0,138.0,nonjoke,Modern science is amazing: garbage is now being made into gasoline.,2,0.5333659648895264,136.008376121521,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,138.0000,8.0,21.0,joke,"She told him he looked like a million, and she meant every century.",3,0.6334359645843506,144.00935912132263,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,148.0000,8.0,65.0,joke,A good way to blow your mind is to smoke gunpowder.,2,0.9167611598968506,154.0106339454651,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,162.0000,8.0,105.0,joke,The book that tells you where you can go on vacation is called a checkbook.,2,1.4668359756469727,168.01242399215695,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,170.0000,8.0,61.0,joke,"For great vacation, put the kids in the back seat, and take a cruise.",1,0.7834200859069824,176.01342391967773,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,178.0000,8.0,134.0,nonjoke,My church welcomes all denominations but prefers Mormons.,1,1.5002169609069824,184.0143880844116,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,186.0000,8.0,74.0,nonjoke,He's planning an extended vacation; he hopes to spend three weeks on his sailboat.,1,0.7667500972747803,192.01540303230286,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,194.0000,8.0,3.0,joke,A thoughtful wife has pork chops ready when her husband comes home from fishing.,1,0.9667890071868896,200.01637291908264,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,210.0000,8.0,126.0,nonjoke,My husband took the money we were saving to buy a new car and blew it all at the tables.,1,0.4833860397338867,216.00182890892032,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,218.0000,8.0,13.0,joke,A device for finding furniture in the dark is a shin.,3,0.8167710304260254,224.00288701057437,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,228.0000,8.0,36.0,nonjoke,A problem drinker is one who never quits.,1,1.116821050643921,234.0042049884796,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,248.0000,8.0,82.0,nonjoke,"When it comes to keeping warm, nothing beats a thermal parka.",1,0.6834120750427246,254.00688791275024,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,258.0000,8.0,127.0,joke,The penalty for dishonesty is the disgrace of dying rich.,1,0.5000870227813721,264.008192062378,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,274.0000,8.0,148.0,nonjoke,The best bargain I ever got was when I went to a family garage sale and bought a toaster.,1,0.8001551628112793,280.01033592224115,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,302.0000,8.0,117.0,joke,"All roads lead to Rome, and all detours lead to profanity.",2,1.5668580532073975,308.0140199661255,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,312.0000,8.0,57.0,joke,"Congress taxes our income, our property, and our patience.",1,0.9501230716705322,318.0153169631958,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,320.0000,8.0,73.0,joke,One thing that makes the world go round is detours.,1,0.6667420864105225,326.0163879394531,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,332.0000,8.0,40.0,nonjoke,No patient should leave the hospital until he's strong enough to face the outside.,1,0.6501209735870361,338.00124502182007,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,342.0000,8.0,95.0,joke,He was teaching his girlfriend how to swim when the lifeguard made them move to the lake.,1,0.8334388732910156,348.00259709358215,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,350.0000,8.0,128.0,nonjoke,"Figures don't lie, except on the page.",1,0.7001399993896484,356.0036189556122,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,360.0000,8.0,139.0,joke,They redecorated the bar with new drunks.,1,0.6667430400848389,366.0049500465393,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,376.0000,8.0,83.0,joke,Nothing ages a woman faster than identification.,1,1.4168510437011719,382.0070180892944,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,396.0000,8.0,92.0,nonjoke,"When I asked the bartender for something cold and full of rum, he recommended his daiquiri.",1,0.6834449768066406,402.0096139907837,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,424.0000,8.0,28.0,nonjoke,Her press agent was operated on for an ingrown eyelash.,1,0.6334347724914551,430.01326513290405,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,432.0000,8.0,152.0,nonjoke,"Many things run in families, especially strength.",1,0.5000948905944824,438.01428413391113,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,440.0000,8.0,131.0,joke,"Statistics indicate that Americans spend eighty million a year on games of chance, mostly weddings.",3,0.766761064529419,446.01530599594116,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,450.0000,8.0,129.0,joke,The perfect companion to a vegetarian dinner is a steak.,NA,NA,456.0166070461273,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,462.0000,8.0,33.0,joke,Some people think courtship is the first in a series of steps leading to divorce.,2,1.2168269157409668,468.0014719963074,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,472.0000,8.0,156.0,nonjoke,The only ones who want me for my body are losers.,1,0.6667659282684326,478.0027921199799,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,486.0000,8.0,154.0,nonjoke,"This new computer works so quickly, it comes complete with games.",1,1.2667889595031738,492.00459694862366,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,494.0000,8.0,26.0,nonjoke,"To clothe one soldier, it takes the wool from two sheep and the hides from three animals.",1,0.5667181015014648,500.00561094284063,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,504.0000,8.0,106.0,nonjoke,"Every time I wear my spring coat in the rain, it damages the fabric.",1,0.9667940139770508,510.0068669319153,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,512.0000,8.0,120.0,nonjoke,Two things are essential for success: wealth and fame.,1,0.616631031036377,518.0079200267792,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,520.0000,8.0,102.0,nonjoke,We live in a lovely suburb; it's just two miles beyond our town.,1,0.7334120273590088,526.0089380741118,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,530.0000,8.0,63.0,joke,"It's hard to raise a family nowadays, especially in the morning.",2,0.7167689800262451,536.0101990699768,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,542.0000,8.0,70.0,nonjoke,The best gift for the man who has everything is neckties.,1,0.5667238235473633,548.0117471218109,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,550.0000,8.0,144.0,nonjoke,The difference between a dog and fox is about five degrees.,1,1.0334389209747314,556.0127520561218,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run1_data.csv,1.0,1.0,560.0000,8.0,135.0,joke,"My mechanic couldn't fix my brakes, so he fixed my horn.",2,0.5833868980407715,566.0140490531921,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,0.0000,8.0,118.0,nonjoke,Cocktails lounges are usually half lit to match the setting.,1,0.9167790412902832,6.0096068382263175,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,10.0000,8.0,46.0,nonjoke,Arguments between couples are healthy; sometimes they even prevent breakups.,1,0.6834681034088135,16.010924816131592,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,18.0000,8.0,43.0,joke,"I asked him if he started out as an editor, and he said that years ago he used to be a boy.",1,0.8001360893249512,24.011952877044678,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,28.0000,8.0,6.0,nonjoke,Sunday is the day we bow our heads and rest.,1,0.900183916091919,34.013141870498664,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,38.0000,8.0,145.0,joke,The only person who sticks closer to you in adversity than a friend is a creditor.,2,0.6500670909881592,44.014540910720825,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,48.0000,8.0,4.0,nonjoke,I knew a streetwalker who was so exclusive she had an unlisted telephone line.,1,1.5335571765899658,54.01581978797913,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,58.0000,8.0,62.0,nonjoke,"I can walk on water, but I stagger on concrete.",1,0.4667510986328125,64.00047183036804,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,66.0000,8.0,119.0,joke,"He told me he's not broke, just badly bent.",2,1.4835381507873535,72.00149583816528,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,88.0000,8.0,141.0,joke,The only crop that is grown in America and harvested abroad is the American tourist.,2,0.7000470161437988,94.00441193580627,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,98.0000,8.0,10.0,nonjoke,Nothing in the known universe travels faster than radiation.,1,0.7000930309295654,104.0056619644165,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,108.0000,8.0,60.0,nonjoke,Another thing a small boy is constantly outgrowing is his underwear.,1,0.6667101383209229,114.00700688362122,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,116.0000,8.0,108.0,nonjoke,Everyone had so much fun diving from the tree into the swimming pool we decided to put in a little platform.,1,0.500114917755127,122.00801396369934,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,136.0000,8.0,77.0,joke,He is at the age when all the numbers in his little black book belong to doctors.,1,1.2334880828857422,142.01067185401917,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,150.0000,8.0,35.0,joke,"Now that the Hollywood couple has ironed out the divorce settlement, they can finally go ahead with their nuptials.",1,0.9667999744415283,156.01248598098758,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,162.0000,8.0,53.0,joke,"By the time Mary had her fourteenth child, she'd run out of names to call her husband.",1,0.8001420497894287,168.01403188705444,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,174.0000,8.0,99.0,joke,"He's never given a girl a present, but he did give a few a pretty good reputation.",1,0.8334300518035889,180.01562094688416,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,184.0000,8.0,29.0,joke,My doctor has never violated his oath: the oath he took years ago to become a millionaire.,1,0.6000659465789795,190.00027799606323,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,192.0000,8.0,132.0,nonjoke,The last time a guy in a mask took all my money I was in shock.,2,0.4166719913482666,198.00128698349,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,200.0000,8.0,113.0,joke,Some people's only culture is bacteria.,1,0.7167680263519287,206.00234699249268,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,212.0000,8.0,64.0,nonjoke,The best way to stop an elephant from charging is to cut off its toes.,1,0.5333518981933594,218.00393390655518,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,226.0000,8.0,24.0,nonjoke,"Where I'm from, the two most common elements are hydrogen and nitrogen.",1,0.5666310787200928,232.00577282905581,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,234.0000,8.0,140.0,nonjoke,You can keep your kids in hot water with rules.,1,0.5167529582977295,240.00677800178528,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,242.0000,8.0,5.0,joke,She read so much about the bad effects of cigarettes she decided to give up the reading.,2,0.5333929061889648,248.00782299041748,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,250.0000,8.0,97.0,joke,"When I found out how much my wife spent on dresses last year, I dumped her and proposed to the dressmaker.",1,0.5500688552856445,256.00880694389343,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,270.0000,8.0,22.0,nonjoke,Our son brought home a note from school saying they need a written excuse for his tardiness.,1,1.4335570335388184,276.011421918869,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,278.0000,8.0,49.0,joke,One person who sure makes a long story short is my editor.,2,0.6667459011077881,284.01248002052307,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,288.0000,8.0,107.0,joke,The difference between a good speaker and a bad one is often a nice nap.,1,0.8668091297149658,294.0137557983398,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,310.0000,8.0,110.0,nonjoke,It's not hard to meet expenses; they're affordable.,1,0.7334239482879639,316.01661896705633,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,322.0000,8.0,93.0,joke,"He is probably the best boxer in the country, but he always loses in the city.",NA,NA,328.00152683258057,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,332.0000,8.0,32.0,nonjoke,"Though most people think it's Rome, the world's most beloved capital is actually Vienna.",1,0.8000249862670898,338.0027458667755,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,342.0000,8.0,155.0,joke,The show had one act that was really offbeat: the singer.,2,0.6000499725341797,348.00406885147095,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,354.0000,8.0,72.0,nonjoke,The first two hundred story building opened in Chicago; it was a hotel.,1,0.5166561603546143,360.00566482543945,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,364.0000,8.0,143.0,joke,Most of the people running for office are not politicians; they're commuters.,2,1.016829013824463,370.0068428516388,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,374.0000,8.0,79.0,joke,She puts something behind her ears to attract men; lately she's been using her ankles.,2,1.6002089977264404,380.00814080238337,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,386.0000,8.0,69.0,joke,"When an irresistible force meets an immovable object, you get two very angry women.",1,1.5001850128173828,392.009694814682,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,394.0000,8.0,51.0,joke,I went to a place that serves breakfast any time and ordered French toast in the Renaissance.,2,0.466616153717041,400.0107138156891,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,402.0000,8.0,58.0,nonjoke,The woman who has her husband eating out of her hand must save a lot of heartbreak.,1,1.0667989253997803,408.011736869812,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,418.0000,8.0,116.0,nonjoke,Autobiography is an unrivaled vehicle for telling the truth about somebody.,1,1.2333219051361084,424.0138158798218,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,432.0000,8.0,76.0,nonjoke,"Parents support clubs for teenagers, especially when they lack other forms of diversion.",1,1.0667459964752197,438.0156087875366,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,444.0000,8.0,89.0,joke,"Some babies are born to rule, while others are male.",1,0.8000929355621338,450.0004320144653,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,452.0000,8.0,84.0,nonjoke,"The convict told his cellmate how he'd blown all the money he stole on wine, women, and crack.",1,0.7500851154327393,458.00142884254456,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,460.0000,8.0,19.0,joke,"I decided to start saving for a rainy day, so I went to a savings and loan and deposited my umbrella.",2,0.716771125793457,466.0024428367615,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,468.0000,8.0,78.0,nonjoke,My brother-in-law enjoys fixing things around the house so much he spent an hour last night just fixing our stove.,1,0.6333210468292236,474.0035479068756,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,478.0000,8.0,38.0,nonjoke,This fall two things are turning yellow: trees and bushes.,1,0.7667379379272461,484.00476694107056,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,486.0000,8.0,75.0,joke,"When reviewing your notes for a test, the most important ones will be illegible.",3,0.6999838352203369,492.00582599639887,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,498.0000,8.0,45.0,joke,"She is so modest, she pulls down the shade to change her mind.",1,0.933452844619751,504.00723695755005,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,506.0000,8.0,14.0,nonjoke,He got a medal for bravery on the beach when he rescued a girl from a shipwreck.,1,0.5500819683074951,512.0082478523253,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,516.0000,8.0,130.0,nonjoke,"This house comes with lots of extras, mostly upgrades.",1,0.6334099769592285,522.0095028877258,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,526.0000,8.0,2.0,nonjoke,"She went on a fourteen day diet, but she only lost two ounces.",1,1.9667820930480957,532.0107967853546,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,534.0000,8.0,16.0,nonjoke,Many a man's idea of a vacation is to rest quietly in the shade of a palm.,1,0.44998908042907715,540.0118048191069,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,544.0000,8.0,121.0,joke,"Diamonds are produced by great pressure, usually provided by a girlfriend.",2,0.4167320728302002,550.013023853302,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run2_data.csv,1.0,2.0,554.0000,8.0,153.0,joke,The husband who catches his wife in the act is probably on the trapeze.,1,0.9167718887329102,560.0143020153047,1.0,1.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,0.0000,8.0,109.0,joke,Many a freshman helps the college of his choice by becoming a dropout.,1,0.6499378681182861,6.009469032287598,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,8.0000,8.0,114.0,nonjoke,It's extraordinary what fine poker hand you get when you're playing stud.,1,0.4667510986328125,14.010475873947144,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,20.0000,8.0,47.0,joke,"Charged with statutory rape, he told the judge he didn't know she was a statue.",1,0.4500389099121094,26.012058019638058,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,32.0000,8.0,91.0,joke,"If there's one thing that counts in business, its bookkeepers.",2,0.8500261306762695,38.013613939285285,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,40.0000,8.0,54.0,nonjoke,The tourist bureau told the visitors there was plenty of hunting in this part of the country but very little sightseeing.,1,0.45006799697875977,46.01465797424317,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,50.0000,8.0,23.0,joke,The curse of heavy drinking is that afterwards you get a huge bar tab.,1,0.4500250816345215,56.01593589782715,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,62.0000,8.0,87.0,joke,"It's always nicer to give than to receive, especially when its your opinion.",2,0.5501010417938232,68.00076389312744,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,70.0000,8.0,111.0,joke,"Some husbands are good providers, but only if you count children.",1,1.3501460552215576,76.00184297561646,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,78.0000,8.0,12.0,nonjoke,In some marriages the bride is given away by the family .,1,0.4500739574432373,84.00285792350769,2.0,2.0,True,True
168_FED_20161228b_3T2,Outputs_used/FED_20161228b_3T2_run3_data.csv,1.0,3.0,88.0000,8.0,66.0,nonjoke,One good way to invest in the country is to buy a business.,1,0.41678380966186523,94.00408005714417,2.0,2.0,True,True
